Game Title,Game Publisher,Game Platform,Game Genre,Game Release Date,Critic Score,User Score,Year
Chasm,Discord Games,PC,Platformer/2D/2D/Action/Action Adventure/Platformer/Open-World/Metroidvania,2018-07-30,72,6.5,2018.0
Gene Rain,Deeli network,Xbox One,Action/Shooter/Third-Person/Arcade,2018-07-31,32,3.6,2018.0
Titan Quest,THQ Nordic,Switch,Role-Playing/Action RPG,2018-07-31,65,6.9,2018.0
1979 Revolution: Black Friday,Digerati Distribution,PlayStation 4,Adventure/General,2018-07-31,70,6.0,2018.0
Castaway Paradise,Stolen Couch Games,PlayStation 4,Simulation/Virtual/Virtual Life,2018-07-31,66,tbd,2018.0
This is the Police 2,Weappy Studio/THQ Nordic,PC,Simulation/Virtual/Career,2018-07-31,66,6.6,2018.0
Code of Princess EX,Nicalis,Switch,Role-Playing/Action RPG,2018-07-31,66,7.2,2018.0
Anamorphine,Artifact 5,PlayStation 4,Adventure/General/3D/First-Person,2018-07-31,55,3.8,2018.0
Vigor,Bohemia Interactive,Xbox One,Action Adventure/Survival,2018-07-31,61,7.2,2018.0
Yakuza 0,Sega,PC,Action Adventure/Open-World,2018-08-01,86,8.6,2018.0
1979 Revolution: Black Friday,Digerati Distribution,Switch,Adventure/General,2018-08-02,77,7.2,2018.0
Iconoclasts,Bifrost Entertainment/Konjak,Switch,Action/Action Adventure/Platformer/Open-World//Metroidvania,2018-08-02,87,7.7,2018.0
Flat Heroes,Parallel Circles,Switch,Action/Platformer/2D,2018-08-02,82,8.0,2018.0
Cycle 28,Pill Bug Interactive,Switch,Action/Shooter/Shoot-'Em-Up/Top-Down,2018-08-02,69,tbd,2018.0
Salt and Sanctuary,Ska Studios,Switch,Action/Platformer/2D//Metroidvania,2018-08-02,82,7.9,2018.0
WarioWare Gold,Nintendo,3DS,Miscellaneous/Party / Minigame,2018-08-03,78,8.2,2018.0
Dead Cells,Motion Twin/Merge Games,PlayStation 4,Action/Platformer/2D,2018-08-07,87,7.8,2018.0
Overcooked! 2,Team17,PC,Action/Arcade,2018-08-07,81,7.7,2018.0
Overcooked! 2,Team17,Xbox One,Action/Arcade,2018-08-07,83,7.0,2018.0
Dead Cells,Motion Twin,Xbox One,Action/Platformer/2D,2018-08-07,91,8.1,2018.0
Overcooked! 2,Team17,Switch,Action/Arcade,2018-08-07,81,7.8,2018.0
Overcooked! 2,Team17,PlayStation 4,Action/Arcade,2018-08-07,81,8.1,2018.0
Flipping Death,Rising Star Games/Zoink!,Switch,Action/Action Adventure/General,2018-08-07,83,7.4,2018.0
H1Z1: Battle Royale,Sony Online Entertainment/Daybreak Games,PlayStation 4,Action/Action Adventure/Shooter/Survival/First-Person/Third-Person/Tactical/Arcade,2018-08-07,66,3.8,2018.0
Flipping Death,Zoink!,Xbox One,Action/Action Adventure/General,2018-08-07,79,6.3,2018.0
Dead Cells,Motion Twin,PC,Action/Platformer/2D,2018-08-07,89,8.1,2018.0
Dead Cells,Motion Twin/Merge Games,Switch,Action/Platformer/2D,2018-08-07,89,8.3,2018.0
Unavowed,Wadjet Eye Games,PC,Adventure/General/Point-and-Click,2018-08-08,87,8.0,2018.0
Okami HD,Capcom,Switch,Action Adventure/General,2018-08-09,89,8.4,2018.0
Monster Hunter: World,Capcom,PC,Role-Playing/Action RPG,2018-08-09,88,6.8,2018.0
Minit,Devolver Digital,Switch,Adventure/General,2018-08-09,80,8.0,2018.0
We Happy Few,Gearbox Publishing,PlayStation 4,Action Adventure/General,2018-08-10,67,5.4,2018.0
Madden NFL 19,Electronic Arts,PlayStation 4,Sports/Team/Football/Sim,2018-08-10,80,2.0,2018.0
Madden NFL 19,Electronic Arts,Xbox One,Sports/Team/Football/Sim,2018-08-10,81,3.0,2018.0
We Happy Few,Compulsion Games,PC,Action Adventure/General,2018-08-10,62,5.7,2018.0
We Happy Few,Compulsion Games/Gearbox Publishing,Xbox One,Action Adventure/General,2018-08-10,64,5.7,2018.0
World of Warcraft: Battle for Azeroth,Blizzard Entertainment,PC,Role-Playing/Miscellaneous/Massively Multiplayer/Board / Card Game,2018-08-13,79,2.4,2018.0
The Walking Dead: The Telltale Series - The Final Season,Telltale Games,PC,Adventure/Point-and-Click,2018-08-13,77,8.0,2018.0
Death's Gambit,Adult Swim,PC,Action/Role-Playing/Platformer/Action RPG/Metroidvania,2018-08-13,71,7.3,2018.0
The Walking Dead: The Telltale Series - The Final Season,Telltale Games,Xbox One,Adventure/Point-and-Click,2018-08-14,78,7.9,2018.0
Phantom Doctrine,Good Shepherd Entertainment,PlayStation 4,Strategy/Turn-Based/General,2018-08-14,73,7.1,2018.0
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Telltale Games,PlayStation 4,Adventure/Point-and-Click,2018-08-14,75,7.2,2018.0
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Telltale Games,PC,Adventure/Point-and-Click,2018-08-14,76,7.8,2018.0
Phantom Doctrine,Good Shepherd Entertainment,PC,Strategy/Turn-Based/General,2018-08-14,73,7.4,2018.0
Cosmic Star Heroine,Limited Run Games,Switch,Role-Playing/Japanese-Style,2018-08-14,78,7.4,2018.0
Death's Gambit,Adult Swim,PlayStation 4,Action/Role-Playing/Platformer/Action RPG/Metroidvania,2018-08-14,72,7.2,2018.0
The Walking Dead: The Telltale Series - The Final Season Episode 1: Done Running,Telltale Games,Xbox One,Adventure/Point-and-Click,2018-08-14,72,7.7,2018.0
The Walking Dead: The Telltale Series - The Final Season,Telltale Games,PlayStation 4,Adventure/Point-and-Click,2018-08-14,78,8.1,2018.0
Graveyard Keeper,tinyBuild,Xbox One,Simulation/Action Adventure/Virtual/Open-World/Career,2018-08-15,70,5.0,2018.0
State of Mind,Daedalic Entertainment,PC,Action Adventure/Adventure/General/3D/Third-Person,2018-08-15,69,7.6,2018.0
State of Mind,Daedalic Entertainment,Xbox One,Action Adventure/Adventure/General/3D/Third-Person,2018-08-15,73,7.3,2018.0
State of Mind,Daedalic Entertainment,PlayStation 4,Action Adventure/Adventure/General/3D/Third-Person,2018-08-15,67,6.3,2018.0
Graveyard Keeper,tinyBuild,PC,Simulation/Action Adventure/Virtual/Open-World/Career,2018-08-15,69,7.2,2018.0
State of Mind,Daedalic Entertainment,Switch,Action Adventure/Adventure/General/3D/Third-Person,2018-08-15,63,7.4,2018.0
Hero Defense,Headup Games,Xbox One,Strategy/Real-Time/Defense,2018-08-15,62,7.2,2018.0
Fell Seal: Arbiter's Mark,1C Entertainment/6 Eyes Studio,PC,General/Strategy/Turn-Based/Tactics,2018-08-16,82,7.3,2018.0
Manual Samuel,Curve Digital,Switch,Role-Playing/Adventure/General,2018-08-16,68,6.8,2018.0
Keep Talking and Nobody Explodes,Steel Crate Games,Switch,Adventure/3D/First-Person,2018-08-16,84,7.8,2018.0
CastleStorm,Zen Studios,Switch,Strategy/Real-Time/General/Defense,2018-08-16,78,7.4,2018.0
Not Tonight,No More Robots,PC,Simulation/Strategy/General/Virtual/Career,2018-08-17,71,6.6,2018.0
Detective Gallo,Adventure Productions,Switch,Adventure/Point-and-Click,2018-08-17,61,6.0,2018.0
Morphies Law,Cosmoscope GmbH,Switch,Action/Shooter/Third-Person/Arcade,2018-08-20,48,5.5,2018.0
Bad North,Raw Fury,Switch,Action/Strategy/Real-Time/General,2018-08-20,72,7.1,2018.0
Shenmue I & II,Sega,Xbox One,Miscellaneous/Compilation,2018-08-21,72,7.8,2018.0
Shenmue I & II,Sega,PC,Miscellaneous/Compilation,2018-08-21,76,7.9,2018.0
Brawlout,Angry Mob Games,Xbox One,Beat-'Em-Up/Action/Fighting/2D,2018-08-21,65,7.2,2018.0
All-Star Fruit Racing,PQube,PlayStation 4,Racing/Arcade/Automobile,2018-08-21,60,4.4,2018.0
Track Lab,Sony Interactive Entertainment,PlayStation 4,Action/Rhythm/Music,2018-08-21,64,5.0,2018.0
Shenmue I & II,Sega,PlayStation 4,Miscellaneous/Compilation,2018-08-21,75,8.3,2018.0
Guacamelee! 2,DrinkBox Studios,PC,Action/Platformer/2D//Metroidvania,2018-08-21,84,7.4,2018.0
All-Star Fruit Racing,PQube,Switch,Racing/Arcade/Automobile,2018-08-21,63,3.3,2018.0
Guacamelee! 2,DrinkBox Studios,PlayStation 4,Action/Platformer/2D//Metroidvania,2018-08-21,83,7.9,2018.0
The King's Bird,Serenity Forge,PC,Action/Platformer/2D,2018-08-23,67,7.2,2018.0
F1 2018,Codemasters/Deep Silver,PC,Racing/Simulation/Automobile,2018-08-23,83,7.5,2018.0
"Warhammer 40,000: Inquisitor - Martyr",Bigben Interactive/Maximum Games,PlayStation 4,Strategy/Real-Time/General,2018-08-23,65,5.8,2018.0
Flood of Light,Irisloft,Switch,Adventure/General,2018-08-23,72,6.8,2018.0
HYPERGUN,NVYVE Studios,PC,Action/Shooter/First-Person/Arcade,2018-08-23,62,2.8,2018.0
The Low Road,XGenStudios,Switch,Adventure/Point-and-Click,2018-08-23,63,tbd,2018.0
Little Dragons Cafe,Aksys Games,PlayStation 4,Strategy/Management/Business / Tycoon,2018-08-24,57,4.2,2018.0
Little Dragons Cafe,Aksys Games,Switch,Strategy/Management/Business / Tycoon,2018-08-24,70,6.9,2018.0
F1 2018,Codemasters/Deep Silver,PlayStation 4,Racing/Simulation/Automobile,2018-08-24,84,7.8,2018.0
F1 2018,Codemasters/Deep Silver,Xbox One,Racing/Simulation/Automobile,2018-08-24,84,8.0,2018.0
Blade Strangers,Nicalis,Switch,Action/Fighting/2D,2018-08-28,75,7.9,2018.0
Firewall Zero Hour,Sony Interactive Entertainment/Sony Interactive Entertainment LLC,PlayStation 4,Action/Shooter/First-Person/Tactical,2018-08-28,79,8.3,2018.0
The Golf Club 2019 featuring PGA Tour,HB Studios Multimedia,PC,Sports/Individual/Golf/Sim,2018-08-28,72,5.1,2018.0
Donut County,Annapurna Interactive,PlayStation 4,Action Adventure/General,2018-08-28,75,7.1,2018.0
Battle Chef Brigade,Adult Swim,PlayStation 4,Action/Beat-'Em-Up/2D,2018-08-28,83,tbd,2018.0
Strange Brigade,Rebellion/Sold Out,PlayStation 4,Action/Shooter/Third-Person/Arcade,2018-08-28,73,5.8,2018.0
Pro Evolution Soccer 2019,Konami,PC,Sports/Team/Soccer/Sim,2018-08-28,80,6.3,2018.0
The Golf Club 2019 featuring PGA Tour,2K Games/HB Studios Multimedia,PlayStation 4,Sports/Individual/Golf/Sim,2018-08-28,75,6.4,2018.0
Pro Evolution Soccer 2019,Konami,PlayStation 4,Sports/Team/Soccer/Sim,2018-08-28,79,6.4,2018.0
Strange Brigade,Rebellion,Xbox One,Action/Shooter/Third-Person/Arcade,2018-08-28,75,6.3,2018.0
Strange Brigade,Rebellion,PC,Action/Shooter/Third-Person/Arcade,2018-08-28,68,6.5,2018.0
Fire Pro Wrestling World,Spike Chunsoft,PlayStation 4,Sports/Individual/Combat/Wrestling,2018-08-28,79,7.6,2018.0
Yakuza Kiwami 2,Sega,PlayStation 4,Action Adventure/Open-World,2018-08-28,85,8.3,2018.0
Into the Breach,Subset Games,Switch,Strategy/Turn-Based/Tactics,2018-08-28,89,7.9,2018.0
The Golf Club 2019 featuring PGA Tour,2K Games/HB Studios Multimedia,Xbox One,Sports/Individual/Golf/Sim,2018-08-28,80,5.0,2018.0
Monster Hunter Generations Ultimate,Capcom,Switch,Role-Playing/Action RPG,2018-08-28,80,8.4,2018.0
Pro Evolution Soccer 2019,Konami,Xbox One,Sports/Team/Soccer/Sim,2018-08-28,82,6.6,2018.0
Donut County,Annapurna Interactive,PC,Action Adventure/General,2018-08-28,77,7.4,2018.0
Victor Vran: Overkill Edition,Wired Productions,Switch,Role-Playing/Action RPG,2018-08-28,82,7.9,2018.0
Bad North,Raw Fury,PC,Action/Strategy/Real-Time/General,2018-08-28,74,7.0,2018.0
Two Point Hospital,Sega,PC,Simulation/Strategy/Management/Virtual/Career/Business / Tycoon,2018-08-29,83,7.5,2018.0
Naruto to Boruto: Shinobi Striker,Bandai Namco Games,PC,Action/Fighting/3D,2018-08-30,66,6.9,2018.0
The VideoKid,Chorus Worldwide,Switch,Action/Arcade,2018-08-30,65,5.8,2018.0
Mini Metro,Radial Games Corp.,Switch,Strategy/Management/Government,2018-08-30,86,8.0,2018.0
The Messenger,Sabotage Studio,PC,Action/Platformer/2D//Metroidvania,2018-08-30,83,7.9,2018.0
The Messenger,Devolver Digital,Switch,Action/Platformer/2D//Metroidvania,2018-08-30,86,8.3,2018.0
Haunted Dungeons: Hyakki Castle,Happinet,Switch,Role-Playing/General,2018-08-30,62,tbd,2018.0
Freedom Planet,XSEED Games,Switch,Action/Platformer/2D,2018-08-30,82,7.9,2018.0
Aggressors: Ancient Rome,Slitherine,PC,Strategy/Turn-Based/4X,2018-08-30,76,8.1,2018.0
Naruto to Boruto: Shinobi Striker,Bandai Namco Games,PlayStation 4,Action/Fighting/3D,2018-08-31,61,6.0,2018.0
Naruto to Boruto: Shinobi Striker,Bandai Namco Games,Xbox One,Action/Fighting/3D,2018-08-31,60,5.7,2018.0
Shadows: Awakening,Kalypso,PC,Action/Role-Playing/General/Western-Style,2018-08-31,77,6.9,2018.0
Divinity: Original Sin II - Definitive Edition,Larian Studios Games,Xbox One,Role-Playing/Western-Style,2018-08-31,92,7.7,2018.0
Divinity: Original Sin II - Definitive Edition,Larian Studios Games,PlayStation 4,Role-Playing/Western-Style,2018-08-31,92,8.0,2018.0
Planet Alpha,Team17,PlayStation 4,Action/Platformer/2D,2018-09-04,63,6.4,2018.0
God Wars The Complete Legend,NIS America,Switch,Miscellaneous/Compilation/Strategy/Turn-Based/Tactics,2018-09-04,70,6.9,2018.0
Dragon Quest XI: Echoes of an Elusive Age,Square Enix,PlayStation 4,Role-Playing/Japanese-Style,2018-09-04,86,8.6,2018.0
Planet Alpha,Team17,Switch,Action/Platformer/2D,2018-09-04,76,7.1,2018.0
Planet Alpha,Team17,Xbox One,Action/Platformer/2D,2018-09-04,72,7.6,2018.0
428: Shibuya Scramble,Spike Chunsoft,PlayStation 4,Action Adventure/Adventure/General/Visual Novel,2018-09-04,85,8.0,2018.0
Destiny 2: Forsaken,Activision,PlayStation 4,Action/Shooter/First-Person/Arcade,2018-09-04,82,6.4,2018.0
Ninjin: Clash of Carrots,Pocket Trap/Modus Games,PlayStation 4,Action/Beat-'Em-Up/2D,2018-09-04,62,5.5,2018.0
Zone of the Enders: The 2nd Runner MARS,Konami,PlayStation 4,Simulation/Vehicle/Combat,2018-09-04,71,7.9,2018.0
PlayerUnknown's Battlegrounds,Microsoft Game Studios/Bluehole/Inc.,Xbox One,Action/Shooter/First-Person/Tactical,2018-09-04,85,5.1,2018.0
Shadows: Awakening,Kalypso,PlayStation 4,Action/Role-Playing/General/Western-Style,2018-09-04,72,5.9,2018.0
Destiny 2: Forsaken,Activision,PC,Action/Shooter/First-Person/Arcade,2018-09-04,84,6.2,2018.0
Destiny 2: Forsaken,Activision,Xbox One,Action/Shooter/First-Person/Arcade,2018-09-04,86,5.5,2018.0
Planet Alpha,Team17,PC,Action/Platformer/2D,2018-09-04,72,7.4,2018.0
Another Sight (2018),Fish Eagle,PC,Action Adventure/Adventure/General/3D/Third-Person,2018-09-06,67,7.3,2018.0
Hyper Light Drifter,Abylight,Switch,Role-Playing/Action RPG,2018-09-06,88,7.9,2018.0
NBA 2K19,2K Games,PC,Arcade/Sports/Team/Basketball/Sim,2018-09-06,76,4.8,2018.0
NBA 2K19,2K Games,Xbox One,Sports/Team/Basketball/Arcade/Sim,2018-09-07,83,3.0,2018.0
Immortal: Unchained,Sold Out,PlayStation 4,Role-Playing/Action RPG,2018-09-07,49,6.1,2018.0
SNK Heroines: Tag Team Frenzy,NIS America/SNK Corporation,PlayStation 4,Action/Fighting/2D,2018-09-07,60,6.3,2018.0
Yo-kai Watch Blasters: White Dog Squad,Nintendo,3DS,Action/Beat-'Em-Up/3D,2018-09-07,67,6.7,2018.0
NASCAR Heat 3,704Games,PlayStation 4,Racing/Simulation/Automobile,2018-09-07,64,5.3,2018.0
SNK Heroines: Tag Team Frenzy,NIS America/SNK Corporation,Switch,Action/Fighting/2D,2018-09-07,60,6.5,2018.0
Immortal: Unchained,Sold Out,Xbox One,Role-Playing/Action RPG,2018-09-07,51,7.6,2018.0
NBA 2K19,2K Games,PlayStation 4,Sports/Team/Basketball/Arcade/Sim,2018-09-07,82,2.8,2018.0
NASCAR Heat 3,704Games,Xbox One,Racing/Simulation/Automobile,2018-09-07,68,7.3,2018.0
Yo-kai Watch Blasters: Red Cat Corps,Nintendo,3DS,Action/Beat-'Em-Up/3D,2018-09-07,67,6.8,2018.0
NBA Live 19,Electronic Arts,PlayStation 4,Sports/Team/Basketball/Sim,2018-09-07,73,6.4,2018.0
NBA Live 19,Electronic Arts,Xbox One,Sports/Team/Basketball/Sim,2018-09-07,75,6.3,2018.0
Marvel's Spider-Man,Sony Interactive Entertainment,PlayStation 4,Action Adventure/Open-World,2018-09-07,87,8.7,2018.0
NHL 19,Electronic Arts,Xbox One,Sports/Team/Ice Hockey/Sim,2018-09-11,82,6.1,2018.0
V-Rally 4,Bigben Interactive,Xbox One,Racing/Arcade/Automobile,2018-09-11,67,5.6,2018.0
V-Rally 4,Bigben Interactive,PlayStation 4,Racing/Arcade/Automobile,2018-09-11,58,5.5,2018.0
Shadow of the Tomb Raider,Square Enix,PlayStation 4,Action Adventure/General,2018-09-12,75,7.5,2018.0
Shadow of the Tomb Raider,Square Enix,Xbox One,Action Adventure/General,2018-09-12,82,7.5,2018.0
Megaquarium,Twice Circled,PC,Strategy/Management/Business / Tycoon,2018-09-13,69,7.8,2018.0
Senran Kagura Reflexions,XSEED Games,Switch,Action/Adventure/General,2018-09-13,39,7.7,2018.0
Frozen Synapse 2,Matrix Games,PC,Strategy/Real-Time/Tactics,2018-09-13,76,7.3,2018.0
Wasteland 2: Director's Cut,InXile Entertainment,Switch,Role-Playing/Western-Style,2018-09-13,76,7.4,2018.0
Final Fantasy XV Pocket Edition HD,Square Enix,Switch,Role-Playing/Japanese-Style,2018-09-13,69,7.4,2018.0
Old School Musical,Playdius,Switch,Action/Rhythm/Music,2018-09-13,76,7.6,2018.0
Lamplight City,Application Systems Heidelberg,PC,Adventure/General/Point-and-Click,2018-09-13,72,7.7,2018.0
Surgeon Simulator CPR,Bossa Studios,Switch,Simulation/Virtual/Career,2018-09-13,59,4.6,2018.0
Bastion,Supergiant Games,Switch,Role-Playing/Action RPG,2018-09-13,90,7.6,2018.0
Cities: Skylines - Nintendo Switch Edition,Paradox Interactive,Switch,Strategy/Management/Government,2018-09-13,67,7.1,2018.0
Nintendo Labo: Toycon 03 Vehicle Kit,Nintendo,Switch,Miscellaneous/Party / Minigame,2018-09-14,69,7.2,2018.0
NHL 19,Electronic Arts,PlayStation 4,Sports/Team/Ice Hockey/Sim,2018-09-14,80,5.2,2018.0
Xenoblade Chronicles 2: Torna ~ The Golden Country,Nintendo,Switch,Role-Playing/Action RPG,2018-09-14,80,8.5,2018.0
Shadow of the Tomb Raider,Square Enix,PC,Action Adventure/General,2018-09-14,77,7.1,2018.0
Black Clover: Quartet Knights,Bandai Namco Games,PlayStation 4,Action/Action Adventure/General/Shooter/Third-Person/Tactical,2018-09-14,53,6.5,2018.0
Undertale,tobyfox/Fangamer,Switch,Role-Playing/Japanese-Style,2018-09-18,93,8.2,2018.0
Transference,Ubisoft,Xbox One,Adventure/3D/First-Person,2018-09-18,67,5.3,2018.0
Transference,Ubisoft,PC,Adventure/3D/First-Person,2018-09-18,78,6.7,2018.0
Blind,Surprise Attack/Fellow Traveller,PlayStation 4,Adventure/3D/First-Person,2018-09-18,62,5.0,2018.0
Transference,Ubisoft,PlayStation 4,Adventure/3D/First-Person,2018-09-18,71,6.3,2018.0
Downward Spiral: Horus Station,3rd Eye Studios Oy LTD/3rd Eye Studios,PlayStation 4,Adventure/3D/First-Person,2018-09-18,61,4.8,2018.0
The Bard's Tale IV: Barrows Deep,InXile Entertainment,PC,Role-Playing/General/Western-Style,2018-09-18,71,6.5,2018.0
Capcom Beat 'Em Up Bundle,Capcom,Switch,Miscellaneous/Compilation,2018-09-18,78,7.8,2018.0
Fishing Sim World,Maximum Games/Dovetail Games,PlayStation 4,Sports/Individual/Nature/Fishing,2018-09-18,50,tbd,2018.0
Capcom Beat 'Em Up Bundle,Capcom,PlayStation 4,Miscellaneous/Compilation,2018-09-18,71,5.9,2018.0
60 Parsecs!,Robot Gentleman,PC,Adventure/General,2018-09-18,68,7.3,2018.0
Capcom Beat 'Em Up Bundle,Capcom,Xbox One,Miscellaneous/Compilation,2018-09-18,76,7.6,2018.0
Labyrinth of Refrain: Coven of Dusk,NIS America,PlayStation 4,Role-Playing/Japanese-Style,2018-09-18,75,7.2,2018.0
Labyrinth of Refrain: Coven of Dusk,NIS America,Switch,Role-Playing/Adventure/General/Japanese-Style,2018-09-18,75,7.9,2018.0
The Gardens Between,The Voxel Agents,PC,Adventure/General,2018-09-19,80,7.1,2018.0
CrossCode,Deck 13,PC,Role-Playing/Action RPG,2018-09-20,86,8.3,2018.0
The Gardens Between,The Voxel Agents,PlayStation 4,Adventure/General,2018-09-20,75,6.1,2018.0
Star Control: Origins,Stardock,PC,Strategy/General,2018-09-20,75,5.9,2018.0
Hover,Fusty Game/Playdius,Switch,Action/Platformer/3D,2018-09-20,53,6.4,2018.0
The Gardens Between,The Voxel Agents,Switch,Adventure/General,2018-09-20,79,7.9,2018.0
Velocity 2X,FuturLab,Switch,Action/General/Shooter/Shoot-'Em-Up/Top-Down,2018-09-20,87,8.1,2018.0
STONE,Convict Games,PC,Adventure/General/3D/Third-Person,2018-09-21,55,4.2,2018.0
Broken Sword 5 - The Serpent's Curse,Revolution Software,Switch,Adventure/General/Point-and-Click,2018-09-21,75,7.5,2018.0
My Brother Rabbit,Artifex Mundi,Xbox One,Puzzle/Hidden Object,2018-09-21,78,7.5,2018.0
Creed: Rise to Glory,Survios/Sony Interactive Entertainment/Sony Interactive Entertainment LLC,PlayStation 4,Sports/Individual/Combat/Boxing / Martial Arts,2018-09-25,73,6.2,2018.0
Dark Eclipse,SunSoft,PlayStation 4,Action/Role-Playing/General/Action RPG,2018-09-25,65,6.7,2018.0
Valkyria Chronicles 4,Sega,PC,Strategy/Turn-Based/Tactics,2018-09-25,83,8.3,2018.0
Dakar 18,Deep Silver,PC,Racing/Arcade/Automobile,2018-09-25,59,6.0,2018.0
Timespinner,Chucklefish,PlayStation 4,Action/Platformer/2D/Metroidvania,2018-09-25,81,6.4,2018.0
The Escapists: Complete Edition,Team17,Switch,Action/General,2018-09-25,67,6.2,2018.0
The Walking Dead: The Telltale Series - The Final Season Episode 2: Suffer the Children,Telltale Games,PlayStation 4,Adventure/Point-and-Click,2018-09-25,71,6.8,2018.0
Metal Max Xeno,NIS America,PlayStation 4,Role-Playing/General,2018-09-25,61,5.8,2018.0
The Council - Episode 4: Burning Bridges,Focus Home Interactive,PC,Adventure/General,2018-09-25,58,8.0,2018.0
Giana Sisters: Twisted Dreams - Owltimate Edition,Black Forest Games/THQ Nordic,Switch,Action/Platformer/2D,2018-09-25,74,7.3,2018.0
Dakar 18,Deep Silver,PlayStation 4,Racing/Arcade/Automobile,2018-09-25,53,5.5,2018.0
FIFA 19,Electronic Arts,Switch,Sports/Team/Soccer/Sim,2018-09-25,71,3.2,2018.0
Dakar 18,Deep Silver,Xbox One,Racing/Arcade/Automobile,2018-09-25,54,6.8,2018.0
Valkyria Chronicles 4,Sega,Switch,Strategy/Turn-Based/Tactics,2018-09-25,82,8.3,2018.0
This is the Police 2,Weappy Studio/THQ Nordic,Switch,Simulation/Virtual/Career,2018-09-25,58,5.2,2018.0
FIFA 19,Electronic Arts,PlayStation 4,Sports/Team/Soccer/Sim,2018-09-25,83,2.2,2018.0
FIFA 19,Electronic Arts,Xbox One,Sports/Team/Soccer/Sim,2018-09-25,83,2.5,2018.0
